particle_size,std_after_125_1_1_00,std_after_125_1_1_01,std_after_125_1_1_02,std_after_125_1_2_00,std_after_125_1_2_01,std_after_125_1_2_02,std_after_125_2_1_00,std_after_125_2_1_01,std_after_125_2_1_02,std_after_125_2_2_00,std_after_125_2_2_01,std_after_125_2_2_02,std_after_125_3_1_00,std_after_125_3_1_01,std_after_125_3_1_02,std_after_125_3_2_00,std_after_125_3_2_01,std_after_125_3_2_02,std_after_125_4_1_00,std_after_125_4_1_01,std_after_125_4_1_02,std_after_125_4_2_00,std_after_125_4_2_01,std_after_125_4_2_02,std_after_125_5_1_00,std_after_125_5_1_01,std_after_125_5_1_02,std_after_125_5_2_00,std_after_125_5_2_01,std_after_125_5_2_02,std_after_125_6_1_00,std_after_125_6_1_01,std_after_125_6_1_02,std_after_125_6_2_00,std_after_125_6_2_01,std_after_125_6_2_02,std_before_125_6_1_00,std_before_125_6_1_01,std_before_125_6_1_02,std_before_125_6_2_00,std_before_125_6_2_01,std_before_125_6_2_02,std_before_125_1_1_00,std_before_125_1_1_01,std_before_125_1_1_02,std_before_125_1_2_00,std_before_125_1_2_01,std_before_125_1_2_02,std_before_125_2_2_00,std_before_125_2_2_01,std_before_125_2_2_02,std_before_125_3_1_00,std_before_125_3_1_01,std_before_125_3_1_02,std_before_125_3_2_00,std_before_125_3_2_01,std_before_125_3_2_02,std_before_125_5_1_00,std_before_125_5_1_01,std_before_125_5_1_02,std_before_125_5_2_00,std_before_125_5_2_01,std_before_125_5_2_02,std_before_125_4_1_00,std_before_125_4_1_01,std_before_125_4_1_02,std_before_125_4_2_00,std_before_125_4_2_01,std_before_125_4_2_02
324.5,0,0,0,119463,349893,53567,26314,0,0,0,0,0,0,0,14,0,0,0,0,261,57,0,0,0,0,0,1077,0,0,0,0,0,0,20667,0,0,52,0,0,0,0,0,58,0,3215,661,0,0,21,1495,0,0,3,0,0,0,0,64393,22698,0,0,0,430,486,9386,0,320,0,0
325.5,0,0,0,103970,345830,52695,30340,0,0,0,0,0,0,0,7,0,0,0,0,213,67,0,0,0,0,0,893,0,0,0,0,0,0,22823,0,0,52,0,0,0,0,0,67,0,3207,436,0,0,25,1043,0,0,4,0,0,0,0,63359,20941,0,0,0,352,527,6208,0,395,0,0
326.5,0,0,0,90124,339762,51911,34428,0,0,0,0,0,0,0,3,0,0,0,0,174,79,0,0,0,0,0,736,0,0,0,0,0,0,24524,0,0,53,0,0,0,0,0,77,0,3215,282,0,0,30,713,0,0,5,0,0,0,0,59591,19056,0,0,0,286,572,3978,0,484,0,0
327.5,0,0,0,77832,331692,51209,38425,0,0,0,0,0,0,0,2,0,0,0,0,141,93,0,0,0,0,0,604,0,0,0,0,0,0,25640,0,0,53,0,0,0,0,0,89,0,3237,178,0,0,36,477,0,0,6,0,0,0,0,53570,17101,0,0,0,229,619,2469,0,588,0,0
328.5,0,0,0,66986,321668,50585,42160,0,0,0,0,0,0,0,0,0,0,0,0,115,108,0,0,0,0,0,492,0,0,0,0,0,0,26085,0,0,54,0,0,0,0,0,104,0,3273,110,0,0,43,313,0,0,8,0,0,0,0,46025,15135,0,0,0,181,669,1485,0,710,0,0
329.5,0,0,0,57473,309788,50034,45450,0,0,0,0,0,0,0,0,0,0,0,0,93,126,0,0,0,0,0,399,0,0,0,0,0,0,25821,0,0,55,0,0,0,0,0,120,0,3325,67,0,0,52,201,0,0,10,0,0,0,0,37790,13210,0,0,0,141,722,865,0,850,0,0
330.5,0,0,0,49175,296195,49552,48118,0,0,0,0,0,0,0,0,0,0,0,0,76,147,0,0,0,0,0,321,0,0,0,0,0,0,24871,0,0,57,0,0,0,0,0,139,0,3392,40,0,0,64,126,0,0,13,0,0,0,0,29653,11369,0,0,0,109,778,488,0,1010,0,0
331.5,0,0,0,41974,281075,49136,50007,0,0,0,0,0,0,0,0,0,0,0,0,62,171,0,0,0,0,0,257,0,0,0,0,0,0,23311,0,0,59,0,0,0,0,0,161,0,3475,23,0,0,78,78,0,0,17,0,0,0,0,22235,9649,0,0,0,83,837,267,0,1190,0,0
332.5,0,0,0,35754,264656,48780,50993,0,0,0,0,0,0,0,0,0,0,0,0,50,199,0,0,0,0,0,205,0,0,0,0,0,0,21261,0,0,61,0,0,0,0,0,186,0,3574,13,0,0,97,47,0,0,21,0,0,0,0,15933,8074,0,0,0,62,899,141,0,1392,0,0
333.5,0,0,0,30406,247197,48483,51004,0,0,0,0,0,0,0,0,0,0,0,0,41,230,0,0,0,0,0,162,0,0,0,0,0,0,18870,0,0,63,0,0,0,0,0,214,0,3690,7,0,0,120,28,0,0,27,0,0,0,0,10911,6662,0,0,0,46,964,72,0,1616,0,0
334.5,0,0,0,25825,228979,48240,50020,0,0,0,0,0,0,0,0,0,0,0,0,33,266,0,0,0,0,0,128,0,0,0,0,0,0,16299,0,0,66,0,0,0,0,0,246,0,3823,4,0,0,150,16,0,0,33,0,0,0,0,7141,5420,0,0,0,34,1032,36,0,1862,0,0
335.5,0,0,0,21916,210299,48049,48084,0,0,0,0,0,0,0,0,0,0,0,0,27,306,0,0,0,0,0,100,0,0,0,0,0,0,13700,0,0,69,0,0,0,0,0,282,0,3975,2,0,0,187,9,0,0,42,0,0,0,0,4466,4348,0,0,0,25,1105,17,0,2128,0,0
336.5,0,0,0,18591,191455,47907,45295,0,0,0,0,0,0,0,0,0,0,0,0,22,352,0,0,0,0,0,78,0,0,0,0,0,0,11208,0,0,73,0,0,2,0,0,321,0,4145,1,0,0,235,5,0,0,51,0,0,0,0,2670,3439,0,0,0,18,1181,8,0,2414,0,0
337.5,0,0,0,15770,172742,47812,41802,0,0,0,0,0,0,0,0,0,0,0,0,18,403,0,0,0,0,0,60,0,0,0,0,0,0,8924,0,0,78,0,0,4,0,0,364,0,4336,0,0,0,296,3,0,0,62,0,0,0,0,1526,2682,0,0,0,12,1260,4,0,2718,0,0
338.5,0,0,0,13383,154432,47760,37787,0,0,0,0,0,0,0,0,0,0,0,0,15,461,0,0,0,0,0,46,0,0,0,0,0,0,6916,0,0,83,0,0,9,0,0,410,0,4548,0,0,0,375,1,0,0,76,0,0,0,0,834,2062,0,0,0,9,1344,2,0,3036,0,0
339.5,0,0,0,11368,136777,47750,33451,0,0,0,0,0,0,0,0,0,0,0,0,12,525,0,0,0,0,0,35,0,0,0,0,0,0,5217,0,0,88,0,0,18,0,0,458,0,4781,0,0,0,474,0,0,0,91,0,0,0,0,435,1563,0,0,0,6,1432,0,0,3365,0,0
340.5,0,0,0,9668,119990,47780,28996,0,0,0,0,0,0,0,0,0,0,0,0,10,597,0,0,0,0,0,27,0,0,0,0,0,0,3831,0,0,95,0,0,37,0,0,508,0,5038,0,0,0,601,0,0,0,109,0,0,0,0,217,1168,0,0,0,4,1524,0,0,3702,0,0
341.5,0,0,0,8237,104248,47848,24608,0,0,0,0,0,0,0,0,0,0,0,0,8,677,0,0,0,0,0,20,0,0,0,0,0,0,2739,0,0,102,0,0,72,0,0,560,0,5319,0,0,0,763,0,0,0,130,0,0,0,0,104,861,0,0,0,3,1621,0,0,4042,0,0
342.5,0,0,0,7034,89685,47952,20444,0,0,0,0,0,0,0,0,0,0,0,0,7,765,0,0,0,0,0,15,0,0,0,0,0,0,1907,0,0,111,0,0,136,0,0,611,0,5626,0,0,0,968,0,0,0,153,0,0,0,0,47,626,0,0,0,2,1722,0,0,4379,0,0
343.5,0,0,0,6022,76393,48090,16627,0,0,0,0,0,0,0,0,0,0,0,0,6,863,0,0,0,0,0,11,0,0,0,0,0,0,1292,0,0,121,0,0,250,0,0,660,0,5958,0,0,0,1229,0,0,0,179,0,0,0,0,21,448,0,0,0,1,1828,0,0,4709,0,0
344.5,0,0,0,5171,64420,48261,13236,0,0,0,0,0,0,0,0,0,0,0,0,5,970,0,0,0,0,0,9,0,0,0,0,0,0,853,0,0,132,0,0,444,0,0,706,0,6316,0,0,0,1559,0,0,0,207,0,0,0,0,9,317,0,0,0,0,1938,0,0,5025,0,0
345.5,0,0,0,4456,53775,48464,10315,0,0,0,0,0,0,0,0,0,0,0,0,4,1087,0,0,0,0,0,6,0,0,0,0,0,0,548,0,0,145,0,0,763,0,0,748,0,6703,0,0,0,1974,0,0,0,239,0,0,0,0,3,220,0,0,0,0,2055,0,0,5322,0,0
346.5,0,0,0,3855,44433,48698,7868,0,0,0,0,0,0,0,0,0,0,0,0,3,1214,0,0,0,0,0,5,0,0,0,0,0,0,343,0,0,160,0,0,1271,0,0,783,0,7116,0,0,0,2496,0,0,0,273,0,0,0,0,1,151,0,0,0,0,2176,0,0,5595,0,0
347.5,0,0,0,3349,36339,48962,5876,0,0,0,0,0,0,0,0,0,0,0,0,3,1353,0,0,0,0,0,3,0,0,0,0,0,0,209,0,0,177,0,0,2050,0,0,811,0,7558,0,0,0,3147,0,0,0,310,0,0,0,0,0,103,0,0,0,0,2303,0,0,5837,0,0
348.5,0,0,0,2923,29414,49256,4296,0,0,0,0,0,0,0,0,0,0,0,0,2,1502,0,0,0,0,0,2,0,0,0,0,0,0,124,0,0,196,0,0,3201,0,0,830,0,8026,0,0,0,3956,0,0,0,350,0,0,0,0,0,68,0,0,0,0,2436,0,0,6044,0,0
349.5,0,0,0,2564,23565,49578,3075,0,0,0,0,0,0,0,0,0,0,0,0,2,1663,0,0,0,0,0,2,0,0,0,0,0,0,72,0,0,219,0,0,4841,0,0,838,0,8522,0,0,0,4956,0,0,0,391,0,0,0,0,0,45,0,0,0,0,2575,0,0,6211,0,0
350.5,0,0,0,2262,18685,49929,2155,0,0,0,0,0,0,0,0,0,0,0,0,2,1836,0,0,0,0,0,1,0,0,0,0,0,0,40,0,0,244,0,0,7087,0,0,836,0,9043,0,0,0,6182,0,0,0,434,0,0,0,0,0,29,0,0,0,0,2720,0,0,6336,0,0
351.5,0,0,0,2006,14663,50308,1480,0,0,0,0,0,0,0,0,0,0,0,0,1,2020,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,274,0,0,10042,0,0,823,0,9588,0,0,0,7675,0,0,0,479,0,0,0,0,0,19,0,0,0,0,2871,0,0,6415,0,0
352.5,0,0,0,1790,11390,50715,995,0,0,0,0,0,0,0,0,0,0,0,0,1,2215,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,308,0,0,13771,0,0,799,0,10156,0,0,0,9479,0,0,0,523,0,0,0,0,0,12,0,0,0,0,3029,0,0,6447,0,0
353.5,0,0,0,1608,8757,51151,656,0,0,0,0,0,0,0,0,0,0,0,0,1,2422,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,347,0,0,18276,0,0,765,0,10742,0,0,0,11639,0,0,0,568,0,0,0,0,0,7,0,0,0,0,3194,0,0,6432,0,0
354.5,0,0,0,1454,6665,51616,423,0,0,0,0,0,0,0,0,0,0,0,0,0,2639,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,391,0,0,23471,0,0,721,0,11343,0,0,0,14200,0,0,0,612,0,0,0,0,0,5,0,0,0,0,3366,0,0,6369,0,0
355.5,0,0,0,1323,5022,52110,268,0,0,0,0,0,0,0,0,0,0,0,0,0,2867,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,443,0,0,29166,0,0,670,0,11956,0,0,0,17206,0,0,0,655,0,0,0,0,0,3,0,0,0,0,3545,0,0,6260,0,0
356.5,0,0,0,1213,3747,52634,166,0,0,0,0,0,0,0,0,0,0,0,0,0,3105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502,0,0,35067,0,0,614,0,12575,0,0,0,20694,0,0,0,695,0,0,0,0,0,2,0,0,0,0,3731,0,0,6108,0,0
357.5,0,0,0,1120,2768,53189,101,0,0,0,0,0,0,0,0,0,0,0,0,0,3351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,0,0,40792,0,0,553,0,13196,0,0,0,24692,0,0,0,732,0,0,0,0,0,0,0,0,0,0,3926,0,0,5917,0,0
358.5,0,0,0,1042,2026,53776,60,0,0,0,0,0,0,0,0,0,0,0,0,0,3605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649,0,0,45910,0,0,491,0,13811,0,0,0,29215,0,0,0,766,0,0,0,0,0,0,0,0,0,0,4128,0,0,5690,0,0
359.5,0,0,0,976,1468,54397,35,0,0,0,0,0,0,0,0,0,0,0,0,0,3866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739,0,0,49990,0,0,429,0,14414,0,0,0,34257,0,0,0,795,0,0,0,0,0,0,0,0,0,0,4337,0,0,5431,0,0
360.5,0,0,0,922,1054,55052,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,842,0,0,52661,0,0,368,0,14998,0,0,0,39792,0,0,0,819,0,0,0,0,0,0,0,0,0,0,4555,0,0,5147,0,0
361.5,0,0,0,878,750,55743,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960,0,0,53670,0,0,311,0,15554,0,0,0,45764,0,0,0,837,0,0,0,0,0,0,0,0,0,0,4781,0,0,4843,0,0
362.5,0,0,0,842,529,56473,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1096,0,0,52919,0,0,259,0,16075,0,0,0,52087,0,0,0,850,0,0,0,0,0,0,0,0,0,0,5016,0,0,4524,0,0
363.5,0,0,0,814,370,57242,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1251,0,0,50482,0,0,212,0,16553,0,0,0,58642,0,0,0,856,0,0,0,0,0,0,0,0,0,0,5258,0,0,4196,0,0
364.5,0,0,0,794,257,58053,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428,0,0,46593,0,0,170,0,16980,0,0,0,65280,0,0,0,856,0,0,0,0,0,0,0,0,0,0,5509,0,0,3864,0,0
365.5,0,0,0,779,177,58909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1630,0,0,41608,0,0,134,0,17347,0,0,0,71819,0,0,0,849,0,0,0,0,0,0,0,0,0,0,5768,0,0,3532,0,0
366.5,0,0,0,771,121,59810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1860,0,0,35952,0,0,104,0,17647,0,0,0,78056,0,0,0,836,0,0,0,0,0,0,0,0,0,0,6036,0,0,3207,0,0
367.5,0,0,0,769,82,60760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121,0,0,30059,0,0,79,0,17873,0,0,0,83771,0,0,0,818,0,0,0,0,0,0,0,0,0,0,6311,0,0,2890,0,0
368.5,0,0,0,773,55,61762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2416,0,0,24320,0,0,59,0,18021,0,0,0,88742,0,0,0,794,0,0,0,0,0,0,0,0,0,0,6594,0,0,2587,0,0
369.5,0,0,0,783,37,62817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2750,0,0,19042,0,0,44,0,18083,0,0,0,92757,0,0,0,765,0,0,0,0,0,0,0,0,0,0,6885,0,0,2299,0,0
370.5,0,0,0,799,24,63929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3125,0,0,14429,0,0,32,0,18058,0,0,0,95625,0,0,0,731,0,0,0,0,0,0,0,0,0,0,7184,0,0,2029,0,0
371.5,0,0,0,820,16,65099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3546,0,0,10583,0,0,22,0,17943,0,0,0,97195,0,0,0,694,0,0,0,0,0,0,0,0,0,0,7489,0,0,1778,0,0
372.5,0,0,0,849,11,66332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4017,0,0,7513,0,0,16,0,17737,0,0,0,97367,0,0,0,654,0,0,0,0,0,0,0,0,0,0,7801,0,0,1548,0,0
373.5,0,0,0,884,7,67629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4542,0,0,5163,0,0,11,0,17441,0,0,0,96099,0,0,0,611,0,0,0,0,0,0,0,0,0,0,8119,0,0,1338,0,0
374.5,0,0,0,926,5,68993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5125,0,0,3435,0,0,7,0,17057,0,0,0,93417,0,0,0,568,0,0,0,0,0,0,0,0,0,0,8442,0,0,1148,0,0
375.5,0,0,0,977,3,70427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5769,0,0,2213,0,0,5,0,16590,0,0,0,89409,0,0,0,523,0,0,0,0,0,0,0,0,0,0,8770,0,0,979,0,0
376.5,0,0,0,1037,2,71933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6478,0,0,1380,0,0,3,0,16046,0,0,0,84229,0,0,0,479,0,0,0,0,0,0,0,0,0,0,9103,0,0,829,0,0
377.5,0,0,0,1106,1,73514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7256,0,0,834,0,0,2,0,15430,0,0,0,78077,0,0,0,435,0,0,0,0,0,0,0,0,0,0,9438,0,0,697,0,0
378.5,0,0,0,1187,0,75172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8103,0,0,488,0,0,1,0,14752,0,0,0,71195,0,0,0,392,0,0,0,0,0,0,0,0,0,0,9776,0,0,582,0,0
379.5,0,0,0,1279,0,76910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9022,0,0,276,0,0,0,0,14021,0,0,0,63842,0,0,0,351,0,0,0,0,0,0,0,0,0,0,10114,0,0,483,0,0
380.5,0,0,0,1386,0,78727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10014,0,0,152,0,0,0,0,13246,0,0,0,56285,0,0,0,312,0,0,0,0,0,0,0,0,0,0,10453,0,0,398,0,0
381.5,0,0,0,1508,0,80627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11078,0,0,81,0,0,0,0,12438,0,0,0,48773,0,0,0,275,0,0,0,0,0,0,0,0,0,0,10791,0,0,326,0,0
382.5,0,0,0,1648,0,82609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12214,0,0,42,0,0,0,0,11607,0,0,0,41531,0,0,0,241,0,0,0,0,0,0,0,0,0,0,11126,0,0,265,0,0
383.5,0,0,0,1808,0,84674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13417,0,0,21,0,0,0,0,10765,0,0,0,34742,0,0,0,210,0,0,0,0,0,0,0,0,0,0,11457,0,0,214,0,0
384.5,0,0,0,1990,0,86823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14684,0,0,10,0,0,0,0,9921,0,0,0,28546,0,0,0,181,0,0,0,0,0,0,0,0,0,0,11783,0,0,171,0,0
385.5,0,0,0,2197,0,89053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16009,0,0,5,0,0,0,0,9085,0,0,0,23032,0,0,0,155,0,0,0,0,0,0,0,0,0,0,12102,0,0,137,0,0
386.5,0,0,0,2433,0,91363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17384,0,0,2,0,0,0,0,8267,0,0,0,18244,0,0,0,132,0,0,0,0,0,0,0,0,0,0,12413,0,0,108,0,0
387.5,0,0,0,2700,0,93750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18799,0,0,0,0,0,0,0,7473,0,0,0,14185,0,0,0,112,0,0,0,0,0,0,0,0,0,0,12713,0,0,85,0,0
388.5,0,0,0,3003,0,96211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20245,0,0,0,0,0,0,0,6712,0,0,0,10824,0,0,0,94,0,0,0,0,0,0,0,0,0,0,13002,0,0,66,0,0
389.5,0,0,0,3346,0,98740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21708,0,0,0,0,0,0,0,5989,0,0,0,8104,0,0,0,78,0,0,0,0,0,0,0,0,0,0,13276,0,0,52,0,0
390.5,0,0,0,3733,0,101332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23174,0,0,0,0,0,0,0,5309,0,0,0,5953,0,0,0,65,0,0,0,0,0,0,0,0,0,0,13536,0,0,40,0,0
391.5,0,0,0,4170,0,103978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24628,0,0,0,0,0,0,0,4675,0,0,0,4289,0,0,0,53,0,0,0,0,0,0,0,0,0,0,13778,0,0,30,0,0
392.5,0,0,0,4662,0,106671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26053,0,0,0,0,0,0,0,4089,0,0,0,3031,0,0,0,43,0,0,0,0,0,0,0,0,0,0,14002,0,0,23,0,0
393.5,0,0,0,5214,0,109398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27431,0,0,0,0,0,0,0,3553,0,0,0,2100,0,0,0,35,0,0,0,0,0,0,0,0,0,0,14205,0,0,18,0,0
394.5,0,0,0,5833,0,112147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28745,0,0,0,0,0,0,0,3066,0,0,0,1427,0,0,0,28,0,0,0,0,0,0,0,0,0,0,14386,0,0,13,0,0
395.5,0,0,0,6524,0,114904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29976,0,0,0,0,0,0,0,2628,0,0,0,950,0,0,0,23,0,0,0,0,0,0,0,0,0,0,14543,0,0,10,0,0
396.5,0,0,0,7295,0,117653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31107,0,0,0,0,0,0,0,2238,0,0,0,620,0,0,0,18,0,0,0,0,0,0,0,0,0,0,14675,0,0,7,0,0
397.5,0,0,0,8150,0,120375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32120,0,0,0,0,0,0,0,1892,0,0,0,397,0,0,0,14,0,0,0,0,0,0,0,0,0,0,14780,0,0,5,0,0
398.5,0,0,0,9097,0,123050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32999,0,0,0,0,0,0,0,1589,0,0,0,249,0,0,0,11,0,0,0,0,0,0,0,0,0,0,14857,0,0,4,0,0
399.5,0,0,0,10141,0,125656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33730,0,0,0,0,0,0,0,1326,0,0,0,153,0,0,0,9,0,0,0,0,0,0,0,0,0,0,14905,0,0,3,0,0
400.5,0,0,0,11288,0,128168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34300,0,0,0,0,0,0,0,1099,0,0,0,92,0,0,0,7,0,0,0,0,0,0,0,0,0,0,14923,0,0,2,0,0
401.5,0,0,0,12544,0,130561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34698,0,0,0,0,0,0,0,904,0,0,0,54,0,0,0,5,0,0,0,0,0,0,0,0,0,0,14911,0,0,2,0,0
402.5,0,0,0,13911,0,132806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34918,0,0,0,0,0,0,0,739,0,0,0,31,0,0,0,4,0,0,0,0,0,0,0,0,0,0,14867,0,0,1,0,0
403.5,0,0,0,15394,0,134876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34953,0,0,0,0,0,0,0,600,0,0,0,18,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14792,0,0,0,0,0
404.5,0,0,0,16995,0,136738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34803,0,0,0,0,0,0,0,483,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,14684,0,0,0,0,0
405.5,0,0,0,18713,0,138364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34468,0,0,0,0,0,0,0,387,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,14545,0,0,0,0,0
406.5,0,0,0,20548,0,139721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33953,0,0,0,0,0,0,0,308,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14375,0,0,0,0,0
407.5,0,0,0,22496,0,140778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33265,0,0,0,0,0,0,0,243,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14174,0,0,0,0,0
408.5,0,0,0,24551,0,141505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32414,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13943,0,0,0,0,0
409.5,0,0,0,26707,0,141873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31413,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13683,0,0,0,0,0
410.5,0,0,0,28953,0,141855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30276,0,0,0,1,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13396,0,0,0,0,0
